pokedex_number,name,abilities,weight_kg,height_m,type1,type2,generation,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
468,Togekiss,"['Hustle', 'Serene Grace', 'Super Luck']",38.0,1.5,fairy,flying,4,0,85,50,95,120,115,80,545,30.0,Jubilee Pokémon,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
469,Yanmega,"['Speed Boost', 'Tinted Lens', 'Frisk']",51.5,1.9,bug,flying,4,0,86,76,86,116,56,95,515,30.0,Ogre Darner Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
470,Leafeon,"['Leaf Guard', 'Chlorophyll']",25.5,1.0,grass,,4,0,65,110,130,60,65,95,525,45.0,Verdant Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
471,Glaceon,"['Snow Cloak', 'Ice Body']",25.9,0.8,ice,,4,0,65,60,110,130,95,65,525,45.0,Fresh Snow Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
472,Gliscor,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",42.5,2.0,ground,flying,4,0,75,95,125,45,75,95,510,30.0,Fang Scorp Pokémon,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
473,Mamoswine,"['Oblivious', 'Snow Cloak', 'Thick Fat']",291.0,2.5,ice,ground,4,0,110,130,80,70,60,80,530,50.0,Twin Tusk Pokémon,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
474,Porygon-Z,"['Adaptability', 'Download', 'Analytic']",34.0,0.9,normal,,4,0,85,80,70,135,75,90,535,30.0,Virtual Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,Gallade,"['Steadfast', 'Justified']",52.0,1.6,psychic,fighting,4,0,68,165,95,65,115,110,618,45.0,Blade Pokémon,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
476,Probopass,"['Sturdy', 'Magnet Pull', 'Sand Force']",340.0,1.4,rock,steel,4,0,60,55,145,75,150,40,525,60.0,Compass Pokémon,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
477,Dusknoir,"['Pressure', 'Frisk']",106.6,2.2,ghost,,4,0,45,100,135,65,135,45,525,45.0,Gripper Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
478,Froslass,"['Snow Cloak', 'Cursed Body']",26.6,1.3,ice,ghost,4,0,70,80,70,80,70,110,480,75.0,Snow Land Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0
479,Rotom,['Levitate'],0.3,0.3,electric,ghost,4,0,50,65,107,105,107,86,520,45.0,Plasma Pokémon,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0
480,Uxie,['Levitate'],0.3,0.3,psychic,,4,1,75,75,130,75,130,95,580,3.0,Knowledge Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
481,Mesprit,['Levitate'],0.3,0.3,psychic,,4,1,80,105,105,105,105,80,580,3.0,Emotion Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
482,Azelf,['Levitate'],0.3,0.3,psychic,,4,1,75,125,70,125,70,115,580,3.0,Willpower Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
483,Dialga,"['Pressure', 'Telepathy']",683.0,5.4,steel,dragon,4,1,100,120,120,150,100,90,680,3.0,Temporal Pokémon,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
484,Palkia,"['Pressure', 'Telepathy']",336.0,4.2,water,dragon,4,1,90,120,100,150,120,100,680,3.0,Spatial Pokémon,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
485,Heatran,"['Flash Fire', 'Flame Body']",430.0,1.7,fire,steel,4,1,91,90,106,130,106,77,600,3.0,Lava Dome Pokémon,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0
486,Regigigas,['Slow Start'],420.0,3.7,normal,,4,1,110,160,110,80,110,100,670,3.0,Colossal Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
487,Giratina,"['Pressure', 'Telepathy', 'Levitate']",750.0,4.5,ghost,dragon,4,1,150,120,100,120,100,90,680,3.0,Renegade Pokémon,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5
488,Cresselia,['Levitate'],85.6,1.5,psychic,,4,1,120,70,120,75,130,85,600,3.0,Lunar Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
489,Phione,['Hydration'],3.1,0.4,water,,4,0,80,80,80,80,80,80,480,30.0,Sea Drifter Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
490,Manaphy,['Hydration'],1.4,0.3,water,,4,1,100,100,100,100,100,100,600,3.0,Seafaring Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
491,Darkrai,['Bad Dreams'],50.5,1.5,dark,,4,1,70,90,90,135,90,125,600,3.0,Pitch-Black Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
492,Shaymin,"['Natural Cure', 'Serene Grace']",2.1,0.2,grass,grass,4,1,100,103,75,120,75,127,600,45.0,Gratitude Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
493,Arceus,['Multitype'],320.0,3.2,normal,,4,1,120,120,120,120,120,120,720,3.0,Alpha Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
494,Victini,['Victory Star'],4.0,0.4,psychic,fire,5,1,100,100,100,100,100,100,600,3.0,Victory Pokémon,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
495,Snivy,"['Overgrow', 'Contrary']",8.1,0.6,grass,,5,0,45,45,55,45,55,63,308,45.0,Grass Snake Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
496,Servine,"['Overgrow', 'Contrary']",16.0,0.8,grass,,5,0,60,60,75,60,75,83,413,45.0,Grass Snake Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
497,Serperior,"['Overgrow', 'Contrary']",63.0,3.3,grass,,5,0,75,75,95,75,95,113,528,45.0,Regal Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
498,Tepig,"['Blaze', 'Thick Fat']",9.9,0.5,fire,,5,0,65,63,45,45,45,45,308,45.0,Fire Pig Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
499,Pignite,"['Blaze', 'Thick Fat']",55.5,1.0,fire,fighting,5,0,90,93,55,70,55,55,418,45.0,Fire Pig Pokémon,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
500,Emboar,"['Blaze', 'Reckless']",150.0,1.6,fire,fighting,5,0,110,123,65,100,65,65,528,45.0,Mega Fire Pig Pokémon,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
501,Oshawott,"['Torrent', 'Shell Armor']",5.9,0.5,water,,5,0,55,55,45,63,45,45,308,45.0,Sea Otter Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
502,Dewott,"['Torrent', 'Shell Armor']",24.5,0.8,water,,5,0,75,75,60,83,60,60,413,45.0,Discipline Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
503,Samurott,"['Torrent', 'Shell Armor']",94.6,1.5,water,,5,0,95,100,85,108,70,70,528,45.0,Formidable Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
504,Patrat,"['Run Away', 'Keen Eye', 'Analytic']",11.6,0.5,normal,,5,0,45,55,39,35,39,42,255,255.0,Scout Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,Watchog,"['Illuminate', 'Keen Eye', 'Analytic']",27.0,1.1,normal,,5,0,60,85,69,60,69,77,420,255.0,Lookout Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
506,Lillipup,"['Vital Spirit', 'Pickup', 'Run Away']",4.1,0.4,normal,,5,0,45,60,45,25,45,55,275,255.0,Puppy Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
507,Herdier,"['Intimidate', 'Sand Rush', 'Scrappy']",14.7,0.9,normal,,5,0,65,80,65,35,65,60,370,120.0,Loyal Dog Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
508,Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",61.0,1.2,normal,,5,0,85,110,90,45,90,80,500,45.0,Big-Hearted Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
509,Purrloin,"['Limber', 'Unburden', 'Prankster']",10.1,0.4,dark,,5,0,41,50,37,50,37,66,281,255.0,Devious Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
510,Liepard,"['Limber', 'Unburden', 'Prankster']",37.5,1.1,dark,,5,0,64,88,50,88,50,106,446,90.0,Cruel Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
511,Pansage,"['Gluttony', 'Overgrow']",10.5,0.6,grass,,5,0,50,53,48,53,48,64,316,190.0,Grass Monkey Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
512,Simisage,"['Gluttony', 'Overgrow']",30.5,1.1,grass,,5,0,75,98,63,98,63,101,498,75.0,Thorn Monkey Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
513,Pansear,"['Gluttony', 'Blaze']",11.0,0.6,fire,,5,0,50,53,48,53,48,64,316,190.0,High Temp Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
514,Simisear,"['Gluttony', 'Blaze']",28.0,1.0,fire,,5,0,75,98,63,98,63,101,498,75.0,Ember Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
515,Panpour,"['Gluttony', 'Torrent']",13.5,0.6,water,,5,0,50,53,48,53,48,64,316,190.0,Spray Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
516,Simipour,"['Gluttony', 'Torrent']",29.0,1.0,water,,5,0,75,98,63,98,63,101,498,75.0,Geyser Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
517,Munna,"['Forewarn', 'Synchronize', 'Telepathy']",23.3,0.6,psychic,,5,0,76,25,45,67,55,24,292,190.0,Dream Eater Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
518,Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",60.5,1.1,psychic,,5,0,116,55,85,107,95,29,487,75.0,Drowsing Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
519,Pidove,"['Big Pecks', 'Super Luck', 'Rivalry']",2.1,0.3,normal,flying,5,0,50,55,50,36,30,43,264,255.0,Tiny Pigeon Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
520,Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",15.0,0.6,normal,flying,5,0,62,77,62,50,42,65,358,120.0,Wild Pigeon Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
521,Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",29.0,1.2,normal,flying,5,0,80,115,80,65,55,93,488,45.0,Proud Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
522,Blitzle,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",29.8,0.8,electric,,5,0,45,60,32,50,32,76,295,190.0,Electrified Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Zebstrika,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",79.5,1.6,electric,,5,0,75,100,63,80,63,116,497,75.0,Thunderbolt Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,Roggenrola,"['Sturdy', 'Weak Armor', 'Sand Force']",18.0,0.4,rock,,5,0,55,75,85,25,25,15,280,255.0,Mantle Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
525,Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",102.0,0.9,rock,,5,0,70,105,105,50,40,20,390,120.0,Ore Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
526,Gigalith,"['Sturdy', 'Sand Stream', 'Sand Force']",260.0,1.7,rock,,5,0,85,135,130,60,80,25,515,45.0,Compressed Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
527,Woobat,"['Unaware', 'Klutz', 'Simple']",2.1,0.4,psychic,flying,5,0,65,45,43,55,43,72,323,190.0,Bat Pokémon,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
528,Swoobat,"['Unaware', 'Klutz', 'Simple']",10.5,0.9,psychic,flying,5,0,67,57,55,77,55,114,425,45.0,Courting Pokémon,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
529,Drilbur,"['Sand Rush', 'Sand Force', 'Mold Breaker']",8.5,0.3,ground,,5,0,60,85,40,30,45,68,328,120.0,Mole Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
530,Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",40.4,0.7,ground,steel,5,0,110,135,60,50,65,88,508,60.0,Subterrene Pokémon,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
531,Audino,"['Healer', 'Regenerator', 'Klutz']",31.0,1.1,normal,,5,0,103,60,126,80,126,50,545,255.0,Hearing Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
532,Timburr,"['Guts', 'Sheer Force', 'Iron Fist']",12.5,0.6,fighting,,5,0,75,80,55,25,35,35,305,180.0,Muscular Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
533,Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",40.0,1.2,fighting,,5,0,85,105,85,40,50,40,405,90.0,Muscular Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
534,Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",87.0,1.4,fighting,,5,0,105,140,95,55,65,45,505,45.0,Muscular Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
535,Tympole,"['Swift Swim', 'Hydration', 'Water Absorb']",4.5,0.5,water,,5,0,50,50,40,50,40,64,294,255.0,Tadpole Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
536,Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",17.0,0.8,water,ground,5,0,75,65,55,65,55,69,384,120.0,Vibration Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
537,Seismitoad,"['Swift Swim', 'Poison Touch', 'Water Absorb']",62.0,1.5,water,ground,5,0,105,95,75,85,75,74,509,45.0,Vibration Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
538,Throh,"['Guts', 'Inner Focus', 'Mold Breaker']",55.5,1.3,fighting,,5,0,120,100,85,30,85,45,465,45.0,Judo Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
539,Sawk,"['Sturdy', 'Inner Focus', 'Mold Breaker']",51.0,1.4,fighting,,5,0,75,125,75,30,75,85,465,45.0,Karate Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
540,Sewaddle,"['Swarm', 'Chlorophyll', 'Overcoat']",2.5,0.3,bug,grass,5,0,45,53,70,40,60,42,310,255.0,Sewing Pokémon,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
541,Swadloon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",7.3,0.5,bug,grass,5,0,55,63,90,50,80,42,380,120.0,Leaf-Wrapped Pokémon,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
542,Leavanny,"['Swarm', 'Chlorophyll', 'Overcoat']",20.5,1.2,bug,grass,5,0,75,103,80,70,80,92,500,45.0,Nurturing Pokémon,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
543,Venipede,"['Poison Point', 'Swarm', 'Speed Boost']",5.3,0.4,bug,poison,5,0,30,45,59,30,39,57,260,255.0,Centipede Pokémon,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
544,Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost']",58.5,1.2,bug,poison,5,0,40,55,99,40,79,47,360,120.0,Curlipede Pokémon,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
545,Scolipede,"['Poison Point', 'Swarm', 'Speed Boost']",200.5,2.5,bug,poison,5,0,60,100,89,55,69,112,485,45.0,Megapede Pokémon,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
546,Cottonee,"['Prankster', 'Infiltrator', 'Chlorophyll']",0.6,0.3,grass,fairy,5,0,40,27,60,37,50,66,280,190.0,Cotton Puff Pokémon,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
547,Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",6.6,0.7,grass,fairy,5,0,60,67,85,77,75,116,480,75.0,Windveiled Pokémon,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
548,Petilil,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",6.6,0.5,grass,,5,0,45,35,50,70,50,30,280,190.0,Bulb Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
549,Lilligant,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",16.3,1.1,grass,,5,0,70,60,75,110,75,90,480,75.0,Flowering Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
550,Basculin,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",18.0,1.0,water,,5,0,70,92,65,80,55,98,460,25.0,Hostile Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
551,Sandile,"['Intimidate', 'Moxie', 'Anger Point']",15.2,0.7,ground,dark,5,0,50,72,35,35,35,65,292,180.0,Desert Croc Pokémon,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
552,Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",33.4,1.0,ground,dark,5,0,60,82,45,45,45,74,351,90.0,Desert Croc Pokémon,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
553,Krookodile,"['Intimidate', 'Moxie', 'Anger Point']",96.3,1.5,ground,dark,5,0,95,117,80,65,70,92,519,45.0,Intimidation Pokémon,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
554,Darumaka,"['Hustle', 'Inner Focus']",37.5,0.6,fire,,5,0,70,90,45,15,45,50,315,120.0,Zen Charm Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
555,Darmanitan,"['Sheer Force', 'Zen Mode']",92.9,1.3,fire,fire,5,0,105,30,105,140,105,55,540,60.0,Blazing Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
556,Maractus,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",28.0,1.0,grass,,5,0,75,86,67,106,67,60,461,255.0,Cactus Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
557,Dwebble,"['Sturdy', 'Shell Armor', 'Weak Armor']",14.5,0.3,bug,rock,5,0,50,65,85,35,35,55,325,190.0,Rock Inn Pokémon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
558,Crustle,"['Sturdy', 'Shell Armor', 'Weak Armor']",200.0,1.4,bug,rock,5,0,70,105,125,65,75,45,485,75.0,Stone Home Pokémon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
559,Scraggy,"['Shed Skin', 'Moxie', 'Intimidate']",11.8,0.6,dark,fighting,5,0,50,75,70,35,70,48,348,180.0,Shedding Pokémon,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
560,Scrafty,"['Shed Skin', 'Moxie', 'Intimidate']",30.0,1.1,dark,fighting,5,0,65,90,115,45,115,58,488,90.0,Hoodlum Pokémon,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
561,Sigilyph,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",14.0,1.4,psychic,flying,5,0,72,58,80,103,80,97,490,45.0,Avianoid Pokémon,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
